id_oferta,fecha_publicacion,ciudad,rol,skills,salario_mensual_mxn,exp_requerida,modalidad
1036,2024-03-10,MTY,Data Engineer,"AWS, SQL, Airflow, Python",62385,1,remoto
1037,2024-06-03,GDL,Backend,"Python, Docker, Java",58176,4,remoto
1038,2024-01-08,Querétaro,DevOps,"Python, AWS, Docker",21068,4,presencial
1039,2024-03-14,GDL,Data Engineer,"Python, AWS, Airflow",48929,1,remoto
1040,2024-04-09,Querétaro,ML Engineer,"Pandas, AWS",56428,1,híbrido
1041,2024-06-18,MTY,ML Engineer,"Python, AWS",49993,1,remoto
1042,2024-02-12,GDL,ML Engineer,"Python, AWS",56226,2,remoto
1043,2024-05-17,MTY,DevOps,"AWS, Python, Docker",44617,5,híbrido
1044,2024-04-17,GDL,ML Engineer,"Pandas, SQL, AWS",35562,4,remoto
1045,2024-01-26,CDMX,Data Analyst,"Power BI, Python, SQL",28717,2,híbrido
1046,2024-05-10,CDMX,Data Engineer,"Python, Airflow, SQL",47511,2,híbrido
1047,2024-04-23,Puebla,Data Analyst,"SQL, Python, Power BI",32374,1,híbrido
1048,2024-01-18,Querétaro,Frontend,"JavaScript, Docker",39526,4,híbrido
1049,2024-04-22,CDMX,DevOps,"Docker, AWS, Python",56032,5,remoto
1050,2024-01-11,CDMX,Backend,"Docker, AWS",53454,1,remoto
1051,2024-05-10,Puebla,DevOps,"Docker, AWS",50045,3,híbrido
1052,2024-06-17,GDL,Frontend,"JavaScript, Docker",40226,2,remoto
1053,2024-05-03,GDL,Data Analyst,"Power BI, SQL, Tableau, Python",32368,1,remoto
1054,2024-01-26,Querétaro,Data Analyst,"Python, Tableau, SQL, Power BI",33570,1,híbrido
1055,2024-01-16,MTY,Data Engineer,"AWS, SQL, Airflow, Python",46198,2,híbrido
1056,2024-04-10,CDMX,DevOps,"Docker, AWS",61390,1,remoto
1057,2024-01-16,CDMX,Data Analyst,"SQL, Tableau",36762,2,remoto
1058,2024-01-09,MTY,DevOps,"Docker, Python",54982,1,híbrido
1059,2024-04-21,GDL,Frontend,"Docker, JavaScript",51718,2,remoto
1060,2024-03-13,Querétaro,Data Engineer,"SQL, Python, AWS, Airflow",45156,2,híbrido
1061,2024-06-04,CDMX,DevOps,"Python, AWS, Docker",77956,2,remoto
1062,2024-03-15,Puebla,DevOps,"Python, AWS, Docker",47488,2,remoto
1063,2024-04-13,MTY,DevOps,"Python, AWS, Docker",60767,1,remoto
1064,2024-05-09,Puebla,Data Analyst,"Python, Tableau, SQL, Power BI",36625,5,remoto
1065,2024-03-10,GDL,Data Analyst,"Tableau, Power BI, SQL, Python",24085,2,presencial
1066,2024-04-09,CDMX,ML Engineer,"AWS, Python, SQL",57856,1,híbrido
1067,2024-05-18,MTY,Backend,"AWS, Docker, Python",38679,1,híbrido
1068,2024-01-06,Puebla,ML Engineer,"SQL, Pandas",56826,1,presencial
1069,2024-06-06,GDL,Backend,"AWS, Python, Java",38331,1,híbrido
1070,2024-02-12,GDL,DevOps,"Docker, AWS",58054,1,presencial
1071,2024-03-09,CDMX,Data Engineer,"Python, Airflow, SQL",46481,2,híbrido
1072,2024-02-04,MTY,Backend,"Docker, AWS",45187,4,híbrido
1073,2024-06-08,CDMX,Data Engineer,"AWS, Airflow, SQL, Python",45527,3,presencial
1074,2024-03-06,Querétaro,Frontend,"JavaScript, Docker",26914,1,presencial
1075,2024-03-17,GDL,Frontend,"Docker, JavaScript",28733,1,remoto
1076,2024-06-05,Puebla,ML Engineer,"SQL, Pandas, Python",61582,2,híbrido
1077,2024-04-22,Puebla,Data Engineer,"AWS, Airflow",31801,1,remoto
1078,2024-04-24,Puebla,ML Engineer,"Pandas, Python, SQL, AWS",60295,3,remoto
1079,2024-04-01,MTY,Backend,"Docker, Python",63326,5,presencial
1080,2024-04-06,Puebla,Backend,"Docker, Python",44826,5,remoto
1081,2024-01-12,CDMX,Data Engineer,"SQL, Airflow, Python, AWS",47276,1,híbrido
1082,2024-04-07,CDMX,Backend,"Java, AWS, Docker",52532,1,híbrido
1083,2024-03-14,Puebla,Backend,"Java, Docker, AWS",31565,1,híbrido
1084,2024-01-04,CDMX,Data Engineer,"Airflow, Python",42651,2,presencial
1085,2024-03-14,CDMX,Data Engineer,"AWS, Airflow",52704,5,híbrido
1086,2024-05-13,MTY,DevOps,"AWS, Docker",68198,5,híbrido
1087,2024-06-15,MTY,Data Engineer,"AWS, Airflow, Python, SQL",50703,1,híbrido
1088,2024-04-23,CDMX,Data Engineer,"AWS, Airflow",48179,3,híbrido
1089,2024-01-21,MTY,Frontend,"JavaScript, Docker",31899,2,híbrido
1090,2024-05-02,Puebla,Data Engineer,"Python, AWS, SQL",39352,1,presencial
1091,2024-03-09,GDL,Data Analyst,"SQL, Python",57674,2,remoto
1092,2024-06-04,Querétaro,Frontend,"JavaScript, Docker",28099,2,presencial
1093,2024-05-16,CDMX,ML Engineer,"SQL, Pandas, Python, AWS",54157,1,remoto
1094,2024-03-24,CDMX,Data Analyst,"SQL, Tableau, Python",48336,3,remoto
1095,2024-01-09,CDMX,Frontend,"JavaScript, Docker",30065,1,híbrido
1096,2024-04-24,CDMX,DevOps,"Python, Docker, AWS",57497,5,remoto
1097,2024-05-14,Querétaro,Frontend,"Docker, JavaScript",39517,1,remoto
1098,2024-01-08,CDMX,Data Analyst,"SQL, Python, Power BI",25684,3,híbrido
1099,2024-01-20,Querétaro,Frontend,"Docker, JavaScript",43735,5,presencial
1100,2024-04-06,Querétaro,Data Engineer,"SQL, AWS, Airflow, Python",33402,2,remoto
1101,2024-06-16,Querétaro,ML Engineer,"SQL, AWS, Pandas, Python",68208,2,híbrido
1102,2024-06-25,MTY,Backend,"Python, Java",54390,3,remoto
1103,2024-02-11,GDL,Frontend,"JavaScript, Docker",46275,2,híbrido
1104,2024-01-03,Puebla,ML Engineer,"AWS, Python, Pandas, SQL",46234,2,híbrido
1105,2024-02-11,Puebla,Backend,"Java, Docker, Python",55917,1,híbrido
1106,2024-03-26,Querétaro,ML Engineer,"Pandas, AWS, Python",57406,3,híbrido
1107,2024-02-06,CDMX,Data Engineer,"AWS, Python, Airflow",68645,5,remoto
1108,2024-03-04,Puebla,Backend,"Python, Java",36414,5,presencial
1109,2024-06-06,Querétaro,Frontend,"Docker, JavaScript",31858,1,remoto
1110,2024-04-01,GDL,Backend,"Java, AWS, Python, Docker",26892,4,remoto
1111,2024-03-13,Querétaro,Backend,"AWS, Python, Docker, Java",66969,1,remoto
1112,2024-01-13,CDMX,Data Analyst,"SQL, Tableau, Power BI",34502,1,remoto
1113,2024-02-22,Puebla,ML Engineer,"SQL, Pandas, AWS, Python",65948,2,híbrido
1114,2024-05-22,CDMX,ML Engineer,"SQL, Pandas, AWS, Python",56174,2,remoto
1115,2024-04-22,Puebla,ML Engineer,"AWS, Pandas",55163,3,híbrido
1116,2024-06-26,GDL,Data Analyst,"Python, Tableau",47773,4,híbrido
1117,2024-05-25,MTY,DevOps,"AWS, Python",56390,1,híbrido
1118,2024-04-17,CDMX,ML Engineer,"SQL, Python, AWS, Pandas",56745,1,remoto
1119,2024-04-18,MTY,Data Engineer,"Airflow, AWS, Python",48820,3,remoto
1120,2024-06-26,GDL,DevOps,"AWS, Docker",34474,1,remoto
1121,2024-06-10,CDMX,DevOps,"Docker, Python, AWS",60482,4,remoto
1122,2024-04-14,CDMX,DevOps,"Python, AWS",65971,2,remoto
1123,2024-01-13,CDMX,Backend,"Python, Docker, Java",41667,2,remoto
1124,2024-04-18,Querétaro,Data Analyst,"Python, Tableau",47777,1,híbrido
1125,2024-01-13,GDL,Data Engineer,"Airflow, Python, AWS, SQL",56605,3,remoto
1126,2024-01-11,MTY,Data Engineer,"AWS, SQL, Airflow",42328,2,híbrido
1127,2024-04-10,GDL,Frontend,"Docker, JavaScript",43915,2,remoto
1128,2024-01-10,Querétaro,ML Engineer,"AWS, SQL, Pandas, Python",57590,2,remoto
1129,2024-03-11,MTY,Data Analyst,"SQL, Tableau, Python",24738,3,híbrido
1130,2024-03-12,CDMX,Data Analyst,"Tableau, Python",36136,2,híbrido
1131,2024-06-10,CDMX,Data Engineer,"Airflow, AWS",43051,5,remoto
1132,2024-06-21,CDMX,ML Engineer,"SQL, Pandas",60130,1,híbrido
1133,2024-02-20,CDMX,Backend,"Java, Docker, AWS, Python",37247,5,híbrido
1134,2024-03-24,CDMX,DevOps,"Python, Docker, AWS",48924,3,remoto
1135,2024-01-03,MTY,Data Engineer,"SQL, Python, Airflow",63795,1,híbrido
1136,2024-02-07,MTY,Data Engineer,"AWS, Python, SQL",53138,5,presencial
1137,2024-01-14,CDMX,Frontend,"JavaScript, Docker",25502,5,híbrido
1138,2024-05-03,MTY,Data Engineer,"Airflow, SQL, Python, AWS",51629,2,remoto
1139,2024-03-01,CDMX,Backend,"Python, Java",39929,3,híbrido
1140,2024-02-14,CDMX,Backend,"Python, Docker, Java",44530,1,híbrido
1141,2024-03-08,MTY,Frontend,"Docker, JavaScript",47365,4,remoto
1142,2024-06-17,CDMX,Data Engineer,"AWS, SQL, Python",58041,3,remoto
1143,2024-05-06,Puebla,ML Engineer,"Python, SQL, AWS, Pandas",39613,2,híbrido
1144,2024-06-27,MTY,DevOps,"Docker, AWS",40390,3,presencial
1145,2024-04-16,GDL,Backend,"Python, Docker, AWS",50936,3,híbrido
1146,2024-01-01,CDMX,ML Engineer,"Python, AWS, Pandas, SQL",74862,2,presencial
1147,2024-04-27,MTY,Data Analyst,"SQL, Python",32098,2,híbrido
1148,2024-05-03,GDL,ML Engineer,"Pandas, SQL, Python",65755,1,presencial
1149,2024-03-05,CDMX,Data Engineer,"AWS, Airflow, SQL, Python",48447,3,remoto
1150,2024-05-05,CDMX,Frontend,"Docker, JavaScript",25362,3,híbrido
1151,2024-02-02,CDMX,Backend,"Java, Docker, AWS, Python",39148,4,remoto
1152,2024-02-09,Querétaro,DevOps,"Docker, Python, AWS",42664,1,presencial
1153,2024-01-12,MTY,DevOps,"Docker, Python, AWS",27860,1,híbrido
1154,2024-05-07,CDMX,Data Engineer,"Python, Airflow, SQL, AWS",55358,5,híbrido
1155,2024-03-04,MTY,ML Engineer,"Pandas, AWS, SQL",56843,5,presencial
1156,2024-05-21,CDMX,ML Engineer,"SQL, AWS, Python",38396,4,presencial
1157,2024-06-21,Querétaro,Data Engineer,"AWS, SQL, Airflow",46881,2,remoto
1158,2024-04-05,Querétaro,DevOps,"Docker, Python",36086,2,remoto
1159,2024-05-24,GDL,DevOps,"Docker, Python, AWS",53940,2,presencial
1160,2024-05-18,MTY,DevOps,"Python, Docker, AWS",61888,4,híbrido
1161,2024-05-26,Puebla,Backend,"Python, Java, AWS",40254,2,remoto
1162,2024-06-17,CDMX,ML Engineer,"AWS, Python",33739,3,híbrido
1163,2024-05-22,Puebla,Backend,"Python, Java, AWS, Docker",44363,3,presencial
1164,2024-02-27,MTY,DevOps,"Docker, Python, AWS",43499,1,remoto
1165,2024-01-03,GDL,DevOps,"Docker, Python, AWS",44067,3,presencial
1166,2024-05-12,Querétaro,Data Analyst,"Python, Power BI",39443,1,híbrido
1167,2024-01-13,GDL,ML Engineer,"Pandas, SQL",45380,1,remoto
1168,2024-02-08,Querétaro,Data Analyst,"Power BI, Tableau, Python, SQL",24726,2,remoto
1169,2024-06-08,CDMX,DevOps,"Docker, AWS, Python",65065,2,híbrido
1170,2024-04-01,CDMX,ML Engineer,"AWS, Python, Pandas",51693,2,presencial
1171,2024-05-16,Querétaro,Data Analyst,"SQL, Tableau",27698,2,remoto
1172,2024-01-05,CDMX,Data Analyst,"Tableau, Python, SQL",35570,2,híbrido
1173,2024-05-27,GDL,Data Engineer,"Python, SQL, Airflow, AWS",43549,4,híbrido
1174,2024-01-09,MTY,Backend,"Python, Java, AWS",52900,1,presencial
1175,2024-04-24,CDMX,Backend,"Docker, Java, Python",27863,3,remoto
1176,2024-04-25,MTY,Data Engineer,"SQL, Airflow",59850,2,híbrido
1177,2024-01-10,CDMX,ML Engineer,"Pandas, Python",46732,1,remoto
1178,2024-01-22,Querétaro,Frontend,"Docker, JavaScript",44541,2,remoto
1179,2024-02-09,GDL,Frontend,"Docker, JavaScript",41403,1,remoto
1180,2024-06-24,MTY,Data Analyst,"Power BI, Tableau, SQL",27537,1,híbrido
1181,2024-02-07,CDMX,Data Analyst,"Power BI, SQL, Tableau",36760,5,presencial
1182,2024-04-08,GDL,Backend,"Java, Docker, AWS",43106,2,híbrido
1183,2024-01-23,CDMX,Frontend,"JavaScript, Docker",30999,1,híbrido
1184,2024-04-15,MTY,Data Engineer,"SQL, Airflow, AWS",37623,2,remoto
1185,2024-01-06,Puebla,Frontend,"Docker, JavaScript",29174,4,híbrido
1186,2024-04-26,GDL,Backend,"Docker, AWS, Python, Java",36218,3,presencial
1187,2024-03-08,MTY,Data Analyst,"Power BI, SQL",32323,3,híbrido
1188,2024-05-09,CDMX,DevOps,"Python, Docker",44768,5,remoto
1189,2024-06-14,MTY,Data Analyst,"SQL, Power BI",37151,2,híbrido
1190,2024-05-06,MTY,Backend,"Java, AWS, Docker",62496,1,remoto
1191,2024-02-25,MTY,Backend,"Python, Java",36976,5,presencial
1192,2024-01-03,MTY,Data Engineer,"Airflow, Python, AWS, SQL",48602,4,remoto
1193,2024-03-14,GDL,Data Engineer,"Python, Airflow",54172,3,híbrido
1194,2024-01-16,MTY,Frontend,"JavaScript, Docker",25865,2,presencial
1195,2024-02-25,Querétaro,Data Analyst,"Python, Tableau, Power BI",49793,2,híbrido
1196,2024-01-02,CDMX,Backend,"Docker, Python, AWS",35837,2,híbrido
1197,2024-03-07,CDMX,DevOps,"AWS, Docker, Python",37805,4,híbrido
1198,2024-04-19,CDMX,DevOps,"AWS, Python",55992,1,híbrido
1199,2024-02-27,MTY,Frontend,"JavaScript, Docker",43113,3,híbrido
1200,2024-05-02,GDL,DevOps,"AWS, Python, Docker",39474,1,remoto
1201,2024-03-16,GDL,DevOps,"Docker, AWS, Python",39831,1,remoto
1202,2024-03-18,CDMX,Backend,"Java, AWS, Docker, Python",48182,1,remoto
1203,2024-02-07,GDL,Data Engineer,"SQL, AWS",59056,4,presencial
1204,2024-05-13,CDMX,DevOps,"Python, AWS, Docker",55464,2,híbrido
1205,2024-03-12,CDMX,Backend,"AWS, Python, Docker",55135,2,híbrido
1206,2024-02-07,Puebla,Data Engineer,"AWS, SQL, Python",54408,2,híbrido
1207,2024-04-17,Puebla,Data Engineer,"SQL, Airflow, AWS, Python",55496,2,híbrido
1208,2024-02-06,Puebla,ML Engineer,"AWS, SQL, Python, Pandas",68159,5,remoto
1209,2024-06-19,MTY,Frontend,"Docker, JavaScript",46229,2,presencial
1210,2024-03-15,CDMX,Data Analyst,"Power BI, Tableau, Python, SQL",34862,1,remoto
1211,2024-06-25,MTY,ML Engineer,"AWS, Pandas, SQL",62222,1,híbrido
1212,2024-06-11,CDMX,DevOps,"Python, AWS",53911,3,presencial
1213,2024-02-17,CDMX,Data Engineer,"Python, SQL, Airflow",57278,1,presencial
1214,2024-03-26,CDMX,DevOps,"Python, Docker, AWS",46389,1,presencial
1215,2024-05-01,GDL,Data Engineer,"Airflow, AWS, SQL, Python",61040,4,remoto
1216,2024-06-21,MTY,DevOps,"AWS, Docker",48858,2,remoto
1217,2024-03-08,GDL,Data Analyst,"SQL, Power BI, Tableau",35873,4,híbrido
1218,2024-05-27,CDMX,Data Engineer,"SQL, AWS",61972,2,remoto
1219,2024-06-25,MTY,DevOps,"Python, AWS",41636,1,presencial
1220,2024-02-20,GDL,ML Engineer,"AWS, Python, SQL",50176,2,presencial
1221,2024-03-11,CDMX,Backend,"Docker, Java, AWS, Python",35705,3,híbrido
1222,2024-03-14,GDL,DevOps,"AWS, Python, Docker",64288,5,presencial
1223,2024-02-10,CDMX,Data Engineer,"SQL, Python",47265,1,remoto
1224,2024-02-03,CDMX,Data Analyst,"Tableau, Python, SQL, Power BI",29730,1,presencial
1225,2024-06-26,GDL,Backend,"Python, Docker, AWS, Java",46498,4,híbrido
1226,2024-06-05,MTY,DevOps,"AWS, Docker, Python",55095,1,presencial
1227,2024-06-17,CDMX,Frontend,"JavaScript, Docker",51057,1,híbrido
1228,2024-04-12,MTY,DevOps,"Docker, Python",34228,3,híbrido
1229,2024-01-16,GDL,DevOps,"AWS, Python",40485,3,híbrido
1230,2024-04-27,MTY,Data Analyst,"Power BI, Python, Tableau",27483,2,remoto
1231,2024-05-13,MTY,Frontend,"Docker, JavaScript",36010,5,remoto
1232,2024-02-25,Puebla,Frontend,"Docker, JavaScript",35792,1,remoto
1233,2024-03-04,CDMX,Backend,"Java, AWS, Python, Docker",51106,2,remoto
1234,2024-05-16,Querétaro,Backend,"Java, Docker",41026,4,híbrido
1235,2024-02-17,CDMX,Data Analyst,"Tableau, Python, Power BI, SQL",40118,2,remoto
1236,2024-02-25,CDMX,Frontend,"JavaScript, Docker",41313,5,híbrido
1237,2024-02-19,Puebla,Data Engineer,"SQL, Python",45676,3,híbrido
1238,2024-01-10,GDL,Frontend,"JavaScript, Docker",30838,1,remoto
1239,2024-03-10,GDL,Data Engineer,"Airflow, SQL, Python, AWS",56324,1,híbrido
1240,2024-03-24,Querétaro,ML Engineer,"Pandas, SQL, Python",62147,2,presencial
1241,2024-02-17,Puebla,Frontend,"JavaScript, Docker",33918,1,remoto
1242,2024-05-19,MTY,Data Analyst,"SQL, Tableau, Power BI",29263,1,presencial
1243,2024-06-11,CDMX,Data Engineer,"AWS, Airflow, Python, SQL",70762,2,remoto
1244,2024-02-04,CDMX,Backend,"Python, Docker, Java, AWS",43629,1,remoto
1245,2024-02-25,GDL,DevOps,"AWS, Docker, Python",55250,2,remoto
1246,2024-05-18,Puebla,Frontend,"JavaScript, Docker",30636,3,presencial
1247,2024-02-13,Puebla,Frontend,"JavaScript, Docker",28650,1,remoto
1248,2024-06-06,GDL,Data Analyst,"Python, Tableau, Power BI",43690,5,híbrido
1249,2024-01-23,MTY,Data Analyst,"SQL, Python",36817,2,híbrido
1250,2024-05-16,Querétaro,Backend,"Docker, Python",65128,1,remoto
1251,2024-01-08,MTY,Frontend,"Docker, JavaScript",43984,2,remoto
1252,2024-02-08,MTY,Data Engineer,"SQL, AWS",50182,5,remoto
1253,2024-05-23,CDMX,ML Engineer,"Pandas, SQL, AWS, Python",54855,2,remoto
1254,2024-04-04,CDMX,Data Analyst,"Python, Power BI, Tableau",24480,5,remoto
1255,2024-03-03,MTY,Backend,"Docker, AWS",44087,2,remoto
1256,2024-02-27,Puebla,DevOps,"AWS, Docker",51581,2,híbrido
1257,2024-02-01,CDMX,Backend,"Docker, AWS, Python",44229,4,remoto
1258,2024-06-02,CDMX,Data Analyst,"SQL, Power BI, Tableau",30252,1,híbrido
1259,2024-01-21,Querétaro,ML Engineer,"AWS, SQL",71100,3,remoto
1260,2024-04-27,MTY,Data Engineer,"AWS, Airflow",29405,2,híbrido
1261,2024-01-24,Querétaro,ML Engineer,"AWS, Python",51758,1,híbrido
1262,2024-01-07,CDMX,Data Engineer,"Airflow, Python",72494,2,remoto
1263,2024-03-18,CDMX,Backend,"Java, Python, Docker",44212,3,presencial
1264,2024-03-05,MTY,Frontend,"Docker, JavaScript",26237,1,híbrido
1265,2024-04-12,CDMX,Backend,"AWS, Python",30600,5,remoto
1266,2024-02-06,CDMX,Frontend,"JavaScript, Docker",39822,1,híbrido
1267,2024-01-23,Querétaro,Data Engineer,"Airflow, Python, SQL",47604,1,presencial
1268,2024-05-03,Puebla,ML Engineer,"Python, AWS",55250,2,remoto
1269,2024-04-09,CDMX,ML Engineer,"Pandas, SQL",66538,5,híbrido
1270,2024-01-15,CDMX,Frontend,"JavaScript, Docker",37443,1,remoto
1271,2024-05-27,CDMX,DevOps,"Docker, Python, AWS",53240,1,remoto
1272,2024-05-02,CDMX,ML Engineer,"AWS, Python",55297,5,híbrido
1273,2024-03-07,MTY,DevOps,"Python, Docker",59597,3,híbrido
1274,2024-06-06,GDL,DevOps,"AWS, Python",54903,3,remoto
1275,2024-03-06,Querétaro,Backend,"Python, Java",53587,3,híbrido
1276,2024-06-13,MTY,ML Engineer,"AWS, Python",59786,5,híbrido
1277,2024-02-27,Puebla,ML Engineer,"Pandas, AWS, Python, SQL",42720,2,híbrido
1278,2024-01-17,CDMX,Data Engineer,"AWS, Airflow, Python, SQL",60763,3,híbrido
1279,2024-05-12,CDMX,Data Engineer,"Python, AWS, SQL",58449,1,híbrido
1280,2024-02-16,CDMX,Frontend,"JavaScript, Docker",28874,2,remoto
1281,2024-05-02,CDMX,DevOps,"Python, Docker",51174,1,presencial
1282,2024-02-23,MTY,DevOps,"Docker, Python",48401,3,híbrido
1283,2024-02-02,CDMX,Backend,"AWS, Python, Java, Docker",37920,1,híbrido
1284,2024-06-18,CDMX,Backend,"Java, Docker, AWS, Python",38845,3,remoto
1285,2024-05-05,CDMX,Data Engineer,"SQL, Airflow, AWS",36482,3,presencial
1286,2024-06-14,CDMX,DevOps,"Docker, AWS",38973,5,presencial
1287,2024-01-23,GDL,Data Engineer,"AWS, Airflow",55714,3,remoto
1288,2024-01-24,GDL,Data Engineer,"SQL, AWS",56414,1,híbrido
1289,2024-03-18,MTY,Backend,"AWS, Docker",45176,3,híbrido
1290,2024-02-10,Puebla,Backend,"Python, Java, Docker, AWS",54063,5,presencial
1291,2024-03-09,CDMX,DevOps,"Docker, AWS, Python",54428,1,híbrido
1292,2024-01-12,CDMX,Frontend,"Docker, JavaScript",42204,5,híbrido
1293,2024-01-27,CDMX,Backend,"AWS, Docker, Java",40256,5,remoto
1294,2024-04-07,GDL,Data Analyst,"Tableau, SQL",23641,3,remoto
1295,2024-01-23,CDMX,Backend,"Java, Python, Docker, AWS",62116,1,presencial
1296,2024-06-21,MTY,Backend,"Python, Docker, AWS, Java",37266,3,híbrido
1297,2024-01-12,GDL,ML Engineer,"Python, AWS",45421,5,presencial
1298,2024-04-11,Querétaro,Data Analyst,"SQL, Python, Power BI, Tableau",31826,3,híbrido
1299,2024-05-21,CDMX,Frontend,"Docker, JavaScript",39082,3,remoto
1300,2024-01-06,GDL,DevOps,"Python, Docker",49350,1,remoto
1301,2024-03-26,Puebla,ML Engineer,"Python, SQL, Pandas, AWS",54740,2,híbrido
1302,2024-03-26,MTY,Frontend,"JavaScript, Docker",48012,3,híbrido
1303,2024-04-27,MTY,ML Engineer,"Python, Pandas",51978,3,remoto
1304,2024-05-15,CDMX,Frontend,"Docker, JavaScript",40015,2,híbrido
1305,2024-06-04,Querétaro,Data Analyst,"Power BI, Python, SQL, Tableau",33231,3,remoto
1306,2024-02-24,MTY,Backend,"Python, Java",46278,3,híbrido
1307,2024-02-06,CDMX,ML Engineer,"SQL, AWS, Pandas, Python",59046,4,remoto
1308,2024-01-03,GDL,ML Engineer,"Pandas, Python, AWS",57150,1,presencial
1309,2024-06-07,Querétaro,Data Analyst,"Python, Tableau",51621,2,remoto
1310,2024-01-14,GDL,Data Analyst,"SQL, Python, Tableau, Power BI",42094,2,híbrido
1311,2024-01-11,GDL,Frontend,"Docker, JavaScript",27501,3,remoto
1312,2024-06-18,Puebla,Data Analyst,"Tableau, Power BI, Python, SQL",35404,3,presencial
1313,2024-02-23,CDMX,Data Engineer,"AWS, Airflow",47573,1,remoto
1314,2024-03-21,CDMX,Backend,"AWS, Docker",46070,5,híbrido
1315,2024-02-19,GDL,DevOps,"Docker, AWS",54977,5,presencial
1316,2024-02-07,CDMX,Data Engineer,"SQL, Airflow, Python, AWS",58849,2,remoto
1317,2024-02-23,CDMX,Frontend,"Docker, JavaScript",32112,3,híbrido
1318,2024-05-22,Querétaro,Data Engineer,"Python, AWS, SQL",28801,1,presencial
1319,2024-04-20,CDMX,DevOps,"Docker, AWS",60011,3,híbrido
1320,2024-02-26,Puebla,Data Analyst,"Tableau, Python, SQL, Power BI",32139,1,híbrido
1321,2024-01-07,CDMX,Data Analyst,"Tableau, Python, Power BI",34683,1,híbrido
1322,2024-01-15,GDL,DevOps,"Docker, AWS, Python",48572,5,presencial
1323,2024-04-06,CDMX,Data Analyst,"Tableau, Power BI, SQL",39724,2,remoto
1324,2024-05-14,CDMX,Data Analyst,"Power BI, Python, Tableau",40970,3,remoto
1325,2024-02-22,CDMX,Data Analyst,"Tableau, Python",28480,5,remoto
1326,2024-01-07,CDMX,Backend,"AWS, Docker",28988,2,híbrido
1327,2024-02-04,CDMX,Data Engineer,"Airflow, AWS",36601,1,remoto
1328,2024-04-26,CDMX,Backend,"AWS, Python, Java",48870,5,híbrido
1329,2024-02-27,GDL,Data Engineer,"Python, SQL, Airflow",59252,3,híbrido
1330,2024-04-27,CDMX,Data Analyst,"Python, Power BI",30585,3,presencial
1331,2024-05-12,Puebla,Backend,"AWS, Java",47651,4,híbrido
1332,2024-04-01,CDMX,DevOps,"AWS, Python",44676,1,remoto
1333,2024-01-21,MTY,Data Engineer,"Python, Airflow, AWS",23060,2,híbrido
1334,2024-04-16,GDL,Data Analyst,"Python, SQL",42640,1,híbrido
1335,2024-02-23,CDMX,ML Engineer,"Pandas, AWS, Python",48705,2,remoto
1336,2024-06-13,CDMX,ML Engineer,"SQL, AWS, Python",47451,2,híbrido
1337,2024-06-19,CDMX,Data Analyst,"Tableau, Power BI, Python, SQL",37208,4,presencial
1338,2024-03-09,GDL,Backend,"Python, Java",34445,2,remoto
1339,2024-04-18,Puebla,Data Engineer,"SQL, AWS",67504,3,híbrido
1340,2024-01-01,CDMX,Data Analyst,"Python, Power BI, SQL, Tableau",38590,2,remoto
1341,2024-04-21,GDL,ML Engineer,"SQL, AWS, Python, Pandas",51150,5,remoto
1342,2024-05-02,GDL,Frontend,"Docker, JavaScript",40244,1,híbrido
1343,2024-01-09,GDL,Data Analyst,"Python, Power BI, SQL, Tableau",25970,1,presencial
1344,2024-01-05,CDMX,Data Engineer,"Python, SQL, Airflow",57025,2,híbrido
1345,2024-01-04,CDMX,Backend,"AWS, Docker",40098,5,remoto
1346,2024-01-17,GDL,DevOps,"AWS, Python",66231,3,remoto
1347,2024-02-23,Puebla,Frontend,"Docker, JavaScript",49934,2,híbrido
1348,2024-04-15,CDMX,Frontend,"JavaScript, Docker",29988,1,remoto
1349,2024-05-14,GDL,Data Analyst,"SQL, Python, Power BI, Tableau",36952,3,remoto
1350,2024-01-25,Puebla,Data Engineer,"Airflow, Python, AWS, SQL",37106,2,presencial
1351,2024-02-01,GDL,Frontend,"JavaScript, Docker",21953,2,híbrido
1352,2024-05-24,GDL,DevOps,"Python, AWS",56504,2,híbrido
1353,2024-05-24,CDMX,ML Engineer,"Pandas, AWS, SQL",46425,1,híbrido
1354,2024-06-18,CDMX,DevOps,"Python, AWS, Docker",55406,3,remoto
1355,2024-03-18,GDL,Data Engineer,"AWS, Airflow",15000,1,remoto
1356,2024-05-09,CDMX,Frontend,"Docker, JavaScript",32097,1,presencial
1357,2024-05-15,GDL,DevOps,"Docker, AWS",56870,1,híbrido
1358,2024-04-12,CDMX,Data Engineer,"SQL, AWS, Airflow",56806,1,remoto
1359,2024-03-16,CDMX,Data Analyst,"Python, Power BI",32789,2,remoto
1360,2024-03-11,Querétaro,Data Analyst,"Python, Tableau",43186,2,remoto
1361,2024-02-02,Puebla,ML Engineer,"Python, SQL, Pandas",52854,3,híbrido
1362,2024-01-02,CDMX,DevOps,"Docker, Python",51453,1,remoto
1363,2024-03-12,CDMX,DevOps,"Python, Docker",55847,2,remoto
1364,2024-03-05,Querétaro,Data Analyst,"SQL, Power BI",27326,5,híbrido
1365,2024-02-23,CDMX,DevOps,"AWS, Docker",55306,1,presencial
1366,2024-03-03,CDMX,Backend,"AWS, Java, Python, Docker",54286,3,remoto
1367,2024-06-12,Puebla,Frontend,"JavaScript, Docker",28469,2,híbrido
